rollout/ep_len_mean,time/iterations,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/entropy_loss,train/loss,train/value_loss,train/clip_fraction,train/n_updates,train/clip_range,train/approx_kl
3.95,144,126,294912,3.889385938644409,2333,0.5738376379013062,0.0008699466707184911,0.0003,-0.6567237382754684,1.6912904977798462,2.8431881714612244,0.246923828125,1430,0.2,0.16426016
3.93,145,126,296960,3.952385902404785,2349,0.5630049705505371,-0.012456623247999232,0.0003,-0.5914269082248211,0.9973666667938232,2.876567335054278,0.242529296875,1440,0.2,0.13497393
3.55,146,126,299008,4.5573859214782715,2366,0.5750844478607178,-0.008056962356204168,0.0003,-0.6052053468301892,1.0013444423675537,2.7664404701441527,0.234912109375,1450,0.2,0.11228722
3.68,147,126,301056,4.447385787963867,2382,0.5930564999580383,-0.006495032520615496,0.0003,-0.6018776965327561,1.309903621673584,2.661419102922082,0.227197265625,1460,0.2,0.11927015
3.72,148,126,303104,4.2513861656188965,2398,0.574297308921814,-0.008249736711150035,0.0003,-0.5663823092356324,1.5287121534347534,2.7893936458975075,0.235302734375,1470,0.2,0.12813292
3.82,149,126,305152,4.090385913848877,2414,0.5601423978805542,-0.007434784722863697,0.0003,-0.5725620995275676,1.11943781375885,2.8775371447205544,0.216162109375,1480,0.2,0.086927205
3.68,150,126,307200,4.37138557434082,2430,0.5790678262710571,-0.005105609554448165,0.0003,-0.5921657806262374,0.9712362885475159,2.8624819573014975,0.20810546875,1490,0.2,0.07561471
4.04,151,126,309248,3.904386043548584,2445,0.6036118268966675,-0.005142713972600177,0.0003,-0.6040143702179194,1.2969005107879639,2.793617799133062,0.19609375,1500,0.2,0.06639157
3.83,152,126,311296,4.096385955810547,2462,0.5769241452217102,0.0003802762075792998,0.0003,-0.5680632492061705,1.3958044052124023,2.784235554933548,0.237109375,1510,0.2,0.106747
3.99,153,126,313344,4.111385345458984,2478,0.5533859729766846,-0.01349205530132167,0.0003,-0.6243016016669571,1.567826509475708,2.949770224094391,0.2546875,1520,0.2,0.17568502
3.7,154,126,315392,4.220385551452637,2495,0.5857377052307129,-0.006527524365810678,0.0003,-0.5799547377042472,1.4806675910949707,2.6357359681278467,0.212890625,1530,0.2,0.08621517
3.78,155,126,317440,4.1253862380981445,2511,0.5677201747894287,-0.00919721906830091,0.0003,-0.5675646056421101,1.6896051168441772,2.7871754366904495,0.219384765625,1540,0.2,0.12901857
3.81,156,126,319488,4.129385471343994,2528,0.5818527936935425,-0.006636115559376776,0.0003,-0.5665178749710321,1.3354779481887817,2.9134356498718263,0.1955078125,1550,0.2,0.07904785
4.0,157,126,321536,3.894386053085327,2544,0.5649724006652832,-0.009997004736214876,0.0003,-0.5672429748810828,1.563367486000061,2.9296280950307847,0.19833984375,1560,0.2,0.08545079
3.93,158,126,323584,4.064385414123535,2561,0.5854717493057251,0.0013056936877546832,0.0003,-0.6176256822422147,2.0181124210357666,2.8108527205884455,0.20673828125,1570,0.2,0.091537386
3.79,159,126,325632,4.220385551452637,2577,0.5364060997962952,-0.013887352281017229,0.0003,-0.6431577603332699,1.262267827987671,3.0475595731288196,0.246533203125,1580,0.2,0.17508033
4.0,160,126,327680,3.77638578414917,2594,0.5673307180404663,-0.007092515102704056,0.0003,-0.5051014631986618,1.6689143180847168,2.648216712474823,0.18671875,1590,0.2,0.080780685
3.57,161,126,329728,4.443385601043701,2610,0.5890967845916748,-0.007526141716516577,0.0003,-0.5798069349490106,1.0539116859436035,2.7636975675821303,0.209716796875,1600,0.2,0.09594378
3.82,162,126,331776,4.160385608673096,2627,0.6008883714675903,-0.008825175231322646,0.0003,-0.5486616124399006,1.342369794845581,2.5434840235859157,0.215625,1610,0.2,0.122170225
3.64,163,126,333824,4.438385486602783,2643,0.5516161918640137,-0.013027703895932063,0.0003,-0.5265236843377352,1.3211091756820679,2.8451091762632132,0.221533203125,1620,0.2,0.14452687
3.86,164,126,335872,4.1033854484558105,2660,0.6133666634559631,-0.006778024320374243,0.0003,-0.5258367164060473,0.8519420623779297,2.56440237313509,0.213525390625,1630,0.2,0.12978631
4.18,165,126,337920,3.8053858280181885,2676,0.599897027015686,-0.006493703211890534,0.0003,-0.4935988181270659,1.5478686094284058,2.6818443845957516,0.1873046875,1640,0.2,0.112132065
3.96,166,126,339968,4.046386241912842,2692,0.5864183306694031,-0.007363025075756013,0.0003,-0.5124449481256306,1.3446173667907715,2.6249704238027336,0.20087890625,1650,0.2,0.07607383
3.82,167,126,342016,4.133386135101318,2708,0.5668466091156006,-0.004455581909860484,0.0003,-0.549956982396543,1.3364795446395874,2.8664674747735264,0.241357421875,1660,0.2,0.11923789
3.68,168,126,344064,4.374385833740234,2725,0.5736370086669922,-0.009551592025673017,0.0003,-0.5834250342100858,1.3922563791275024,2.771004617586732,0.23134765625,1670,0.2,0.11214356
3.73,169,126,346112,4.345385551452637,2741,0.588288426399231,-0.007607417969848029,0.0003,-0.5201896210201085,1.2766257524490356,2.761188394576311,0.231591796875,1680,0.2,0.121702746
3.77,170,126,348160,4.266386032104492,2758,0.5524955987930298,-0.007048707871581428,0.0003,-0.5170926672406495,1.004953145980835,2.848651188984513,0.225732421875,1690,0.2,0.15504956
3.71,171,126,350208,4.4153852462768555,2774,0.5946815013885498,-0.004348983417730779,0.0003,-0.5206220611464232,1.329713225364685,2.6632674526423217,0.195654296875,1700,0.2,0.09141119
3.61,172,126,352256,4.5403852462768555,2791,0.6028159856796265,-0.009795198126812465,0.0003,-0.5158464903011918,1.3550560474395752,2.520259475708008,0.213818359375,1710,0.2,0.13836217
3.82,173,126,354304,4.166385650634766,2807,0.6019731163978577,-0.007277933640580159,0.0003,-0.5206282653845846,1.6036442518234253,2.8204884491860867,0.20458984375,1720,0.2,0.10762207
4.2,174,126,356352,3.5503857135772705,2824,0.5791938304901123,-0.0049471268546767535,0.0003,-0.5278080322314054,1.561787486076355,2.5857951171696185,0.2185546875,1730,0.2,0.14836276
3.97,175,126,358400,3.887385845184326,2840,0.5230509042739868,-0.012746964092366397,0.0003,-0.6171169292181731,1.5085880756378174,3.0347730293869972,0.2474609375,1740,0.2,0.23484743
3.86,176,126,360448,4.012385368347168,2856,0.584100604057312,-0.007215428148629144,0.0003,-0.520331034809351,1.33553946018219,2.7010581202805044,0.2166015625,1750,0.2,0.11588298
3.4,177,126,362496,4.714385509490967,2873,0.5492663383483887,-0.00822734272805974,0.0003,-0.6365627953782678,1.2890169620513916,2.888185017183423,0.242919921875,1760,0.2,0.18331487
3.82,178,126,364544,4.187385559082031,2889,0.5587415099143982,-0.0016658519773045555,0.0003,-0.5623849452473223,1.475013017654419,3.046447849646211,0.20771484375,1770,0.2,0.108761206
3.82,179,126,366592,4.1183857917785645,2906,0.5364140272140503,-0.003925468339002691,0.0003,-0.6189257305115461,1.0689903497695923,3.0097354259341955,0.227783203125,1780,0.2,0.1306622
3.93,180,126,368640,3.941385507583618,2922,0.5807414054870605,-0.006568393821362406,0.0003,-0.6718483997508884,1.2485779523849487,2.828773859515786,0.27734375,1790,0.2,0.18030305
3.99,181,126,370688,3.780385732650757,2939,0.5765285491943359,-0.008756289992015808,0.0003,-0.5922693799249827,1.3796217441558838,2.7698015842586754,0.238818359375,1800,0.2,0.14775522
3.94,182,126,372736,3.9983856678009033,2955,0.517275333404541,-0.004332512838300317,0.0003,-0.6046002535149455,1.0264029502868652,2.9713467471301556,0.254248046875,1810,0.2,0.1313056
3.84,183,126,374784,4.175385475158691,2972,0.5573140382766724,-0.007000207781675272,0.0003,-0.5929710086435079,1.6149669885635376,2.88361994959414,0.221923828125,1820,0.2,0.11324448
3.73,184,126,376832,4.2333855628967285,2988,0.6071233153343201,-0.0081630737578962,0.0003,-0.5622925272211432,0.8241759538650513,2.5331604667007923,0.2205078125,1830,0.2,0.097949326
3.64,185,126,378880,4.446385860443115,3004,0.576260507106781,-0.011763769612298348,0.0003,-0.5433607457671314,0.7763797044754028,2.7925104554742575,0.22470703125,1840,0.2,0.12216183
3.64,186,126,380928,4.420385360717773,3021,0.5817824006080627,-0.006903438418521546,0.0003,-0.5741276569664479,1.6202807426452637,2.7467761795967816,0.206982421875,1850,0.2,0.1110547
3.85,187,126,382976,4.1453857421875,3037,0.5824745893478394,-0.01021056539611891,0.0003,-0.5340579997282475,1.0050084590911865,2.626399478316307,0.21259765625,1860,0.2,0.14779367
3.97,188,126,385024,3.8793857097625732,3054,0.6051912903785706,-0.009952430939301848,0.0003,-0.512728832475841,1.6355091333389282,2.6085840567946432,0.200927734375,1870,0.2,0.12404563
3.77,189,126,387072,4.218385696411133,3070,0.6053467988967896,-0.004860234083025716,0.0003,-0.5646558605134487,1.4224910736083984,2.6524723667651413,0.197314453125,1880,0.2,0.09725253
3.8,190,126,389120,4.235385894775391,3087,0.5718137621879578,-0.008552831533597783,0.0003,-0.5731001666747033,1.1321717500686646,2.7937945771962402,0.219921875,1890,0.2,0.13748215
3.78,191,126,391168,4.088385581970215,3103,0.5620758533477783,-0.0011413624364649878,0.0003,-0.618252483010292,1.15824556350708,2.8470121417194605,0.235693359375,1900,0.2,0.098266765
3.73,192,126,393216,4.253385543823242,3119,0.5810091495513916,-0.008692382081062534,0.0003,-0.612435317132622,1.2035191059112549,2.952983880415559,0.225634765625,1910,0.2,0.09451629
3.84,193,126,395264,4.198385715484619,3136,0.5889909267425537,0.00029264748736750333,0.0003,-0.5736267512664199,1.5743149518966675,2.7534749779850243,0.213818359375,1920,0.2,0.10464971
3.87,194,126,397312,4.018385410308838,3152,0.5935612916946411,-0.005845677416073158,0.0003,-0.545753170363605,1.7076689004898071,2.713108940795064,0.2314453125,1930,0.2,0.36261398
3.93,195,126,399360,3.946385383605957,3169,0.5868074893951416,-0.009700628850259818,0.0003,-0.5474630064330995,1.102135181427002,2.6916393652558326,0.2029296875,1940,0.2,0.11362954
3.76,196,126,401408,4.279386043548584,3185,0.5482512712478638,-0.003533698551473208,0.0003,-0.5480322622228414,1.4065852165222168,2.888873118162155,0.2240234375,1950,0.2,0.13859986
3.95,197,125,403456,3.947385549545288,3202,0.6023098826408386,-0.00545817766978871,0.0003,-0.5615150260739028,1.5049246549606323,2.575876161083579,0.21083984375,1960,0.2,0.094109386
3.97,198,125,405504,3.897385597229004,3218,0.6060447692871094,0.0003110073070274666,0.0003,-0.5625238270498812,1.5615497827529907,2.6038073573261498,0.231494140625,1970,0.2,0.10393879
3.74,199,125,407552,4.193385124206543,3235,0.5943174362182617,-0.01202278503915295,0.0003,-0.6021247859112918,1.0397579669952393,2.765843616053462,0.264453125,1980,0.2,0.10873474
3.86,200,125,409600,4.062800884246826,3251,0.5860391855239868,-0.009627512979204767,0.0003,-0.5570122389122844,1.2161554098129272,2.8070245582610367,0.249169921875,1990,0.2,0.12825808
3.76,201,125,411648,4.2303853034973145,3268,0.5700976848602295,-0.011004004324786366,0.0003,-0.6173734531737864,1.3497692346572876,3.012892249971628,0.26298828125,2000,0.2,0.14778967
3.74,202,125,413696,4.218385696411133,3284,0.5863756537437439,-0.004087254125624895,0.0003,-0.5638860578648746,1.4733132123947144,2.7296271957457066,0.220654296875,2010,0.2,0.10691798
3.58,203,125,415744,4.571386337280273,3300,0.5845598578453064,-0.007970744124031625,0.0003,-0.6095763561315835,1.2571275234222412,2.9547814574092626,0.229248046875,2020,0.2,0.112076014
4.03,204,125,417792,3.762800931930542,3317,0.5957430601119995,-0.010348120983690024,0.0003,-0.4862798931542784,1.5242739915847778,2.63164378143847,0.2373046875,2030,0.2,0.14944077
3.76,205,125,419840,4.255385398864746,3334,0.4809226393699646,-0.013652097459998912,0.0003,-0.632461360283196,1.5951887369155884,3.3732412591576577,0.273681640625,2040,0.2,0.20321873
3.93,206,125,421888,3.8153860569000244,3350,0.551289975643158,-0.011169590899953619,0.0003,-0.5305115970782935,1.3514209985733032,2.766532138735056,0.243310546875,2050,0.2,0.124428615
3.84,207,125,423936,4.1453857421875,3367,0.5543434619903564,-0.010141111970006023,0.0003,-0.5905589633621275,1.7641596794128418,3.085297041013837,0.236474609375,2060,0.2,0.12711787
3.64,208,125,425984,4.330385684967041,3383,0.5975728034973145,-0.005360419392673066,0.0003,-0.5383688059635461,1.6123390197753906,2.822993084043264,0.18720703125,2070,0.2,0.067597136
3.76,209,125,428032,4.1733856201171875,3400,0.5447516441345215,-0.008111325849313289,0.0003,-0.5598533385433256,1.6801573038101196,2.902841567248106,0.24208984375,2080,0.2,0.19558176
3.7,210,125,430080,4.305385589599609,3416,0.5542827844619751,-0.0055651983129791915,0.0003,-0.5436350164934993,2.284278392791748,2.993763483688235,0.22919921875,2090,0.2,0.13518229
3.62,211,125,432128,4.40038537979126,3433,0.5930665731430054,-0.007992511327029207,0.0003,-0.5281307354103774,1.660793423652649,2.7158078130334617,0.216259765625,2100,0.2,0.11975358
3.88,212,125,434176,4.01538610458374,3449,0.5698353052139282,-0.0009302808117354289,0.0003,-0.5424819091334939,1.667074203491211,2.9913164768368006,0.22080078125,2110,0.2,0.1222479
3.86,213,125,436224,4.070385932922363,3466,0.5821436643600464,-0.008664374507497996,0.0003,-0.5483465659432113,1.4672709703445435,2.8069036338478326,0.22294921875,2120,0.2,0.113435514
4.02,214,125,438272,3.832385540008545,3482,0.6015352010726929,-0.003489852312486619,0.0003,-0.5737899758853018,1.2996145486831665,2.8182570971548557,0.217626953125,2130,0.2,0.10296409
3.76,215,125,440320,4.166385650634766,3499,0.5724217891693115,0.000670730383717455,0.0003,-0.6207061006687582,1.43581223487854,2.9566144820302727,0.237890625,2140,0.2,0.104881085
3.77,216,125,442368,4.195385932922363,3515,0.5555859804153442,-0.009362778031209018,0.0003,-0.6395651614293456,1.9623836278915405,3.24214174374938,0.26298828125,2150,0.2,0.12284293
3.93,217,125,444416,4.0203857421875,3532,0.5802031755447388,-0.006136049405904486,0.0003,-0.5658977024257184,1.5356974601745605,2.9064952306449414,0.204443359375,2160,0.2,0.07575932
3.85,218,125,446464,4.066385746002197,3548,0.4698730707168579,-0.0034571205353131516,0.0003,-0.6083684206008911,1.7814304828643799,3.291556067764759,0.2767578125,2170,0.2,0.19652247
3.78,219,125,448512,4.101385593414307,3564,0.557449460029602,-0.00960176189255435,0.0003,-0.5124866676982492,1.9459155797958374,3.0909571148455144,0.2189453125,2180,0.2,0.13058208
3.58,220,125,450560,4.562385559082031,3581,0.5732768774032593,-0.007882759292260743,0.0003,-0.5360412804409862,2.3665409088134766,2.8033475231379272,0.20029296875,2190,0.2,0.11768187
3.71,221,125,452608,4.344385623931885,3597,0.5776032209396362,-0.009680951002519578,0.0003,-0.5129723316058517,1.0429459810256958,2.7011757753789425,0.196435546875,2200,0.2,0.09382038
3.78,222,125,454656,4.107385635375977,3614,0.5878140330314636,-0.008430777165631297,0.0003,-0.6213089231401682,1.0230746269226074,2.673629541322589,0.239306640625,2210,0.2,0.12631342
3.84,223,125,456704,4.0203857421875,3631,0.588776707649231,-0.009221669554244727,0.0003,-0.5695522481575608,1.4181779623031616,2.9120757564902306,0.217333984375,2220,0.2,0.10238826
3.51,224,125,458752,4.564385890960693,3647,0.5982658863067627,-0.006650843643001281,0.0003,-0.5649214524775743,1.5032496452331543,2.8444527238607407,0.205078125,2230,0.2,0.094069056
3.69,225,125,460800,4.389385223388672,3664,0.6051760911941528,-0.0017569784773513674,0.0003,-0.5238514975644648,1.5466835498809814,2.6572602313011884,0.18349609375,2240,0.2,0.08252626
3.96,226,125,462848,3.955385684967041,3680,0.5895403623580933,-0.009810313905472868,0.0003,-0.5307215964887291,1.3414292335510254,2.7890305165201426,0.190234375,2250,0.2,0.10450292
3.87,227,125,464896,4.035385608673096,3697,0.575090765953064,-0.007734591903863474,0.0003,-0.5918959286995232,1.4706536531448364,2.9487334836274384,0.224462890625,2260,0.2,0.13133802
3.77,228,125,466944,4.193385124206543,3713,0.6021698713302612,-0.0013006903580389916,0.0003,-0.534644883684814,0.7950749397277832,2.701009827852249,0.19775390625,2270,0.2,0.08913736
3.75,229,125,468992,4.253385543823242,3730,0.556076169013977,-0.003608754006563686,0.0003,-0.4772916903719306,1.3314481973648071,2.7973877273499967,0.20537109375,2280,0.2,0.17109445
3.81,230,125,471040,4.163385391235352,3746,0.5935746431350708,-0.007224276353372261,0.0003,-0.45625361963175237,1.3950133323669434,2.523320932686329,0.16875,2290,0.2,0.10324997
3.73,231,125,473088,4.331385612487793,3763,0.6354153156280518,-0.004291444274713285,0.0003,-0.48542352453805504,0.7622564435005188,2.519161892682314,0.164404296875,2300,0.2,0.065510094
3.64,232,125,475136,4.416385650634766,3779,0.6289517879486084,-0.002842461605905555,0.0003,-0.46092368606477974,1.6689503192901611,2.413684391230345,0.17236328125,2310,0.2,0.075813204
3.81,233,125,477184,4.225385665893555,3796,0.5806114077568054,-0.004914250355795957,0.0003,-0.4241257098503411,1.6984959840774536,2.915857656300068,0.17880859375,2320,0.2,0.08694527
3.64,234,125,479232,4.401385307312012,3812,0.5996962785720825,-0.003931259317323565,0.0003,-0.4346347042825073,1.4326609373092651,2.731478749215603,0.17001953125,2330,0.2,0.074454084
3.5,235,125,481280,4.520385265350342,3829,0.6075124740600586,-0.010828954713360872,0.0003,-0.42464933833107354,1.2806031703948975,2.5188208021223546,0.1828125,2340,0.2,0.11179601
3.77,236,125,483328,4.135385513305664,3845,0.5929610729217529,-0.0073172315955162045,0.0003,-0.47210982060059903,1.3464616537094116,2.805745393037796,0.1939453125,2350,0.2,0.091693595
3.7,237,125,485376,4.379385471343994,3862,0.6068589091300964,-0.006822414143243805,0.0003,-0.4587378344964236,1.1384661197662354,2.739153856039047,0.1796875,2360,0.2,0.07656151
4.07,238,125,487424,3.7903857231140137,3878,0.6353310942649841,-0.005977510011871345,0.0003,-0.4474056648556143,1.0943434238433838,2.4670000929385423,0.16669921875,2370,0.2,0.077289045
3.49,239,125,489472,4.6653852462768555,3895,0.580923318862915,-0.007551749047706835,0.0003,-0.4866461634635925,1.4376167058944702,2.7926424093544484,0.197216796875,2380,0.2,0.13569504
3.71,240,125,491520,4.38338565826416,3911,0.6269495487213135,-0.0051421118987491354,0.0003,-0.4178895028308034,1.2511756420135498,2.480138510465622,0.172119140625,2390,0.2,0.1001565
3.87,241,125,493568,4.053385257720947,3928,0.5953888297080994,-0.007190779820666649,0.0003,-0.4860477634239942,1.6894222497940063,2.629365434870124,0.19521484375,2400,0.2,0.1180432
3.71,242,125,495616,4.3123860359191895,3944,0.6017076969146729,0.03424006523855496,0.0003,-0.4349077185150236,1.167731523513794,2.617548819631338,0.1724609375,2410,0.2,0.10359676
3.68,243,125,497664,4.331385612487793,3961,0.5882718563079834,-0.007097965510911308,0.0003,-0.4966971331741661,0.8550525307655334,2.6797371212393046,0.204736328125,2420,0.2,0.11017069
3.53,244,125,499712,4.495385646820068,3977,0.5936999320983887,-0.003771770508319605,0.0003,-0.4306057377718389,1.1314482688903809,2.5976435020565987,0.193310546875,2430,0.2,0.12998971
3.93,245,125,501760,3.9443860054016113,3993,0.6098947525024414,-0.009356067900080233,0.0003,-0.419369530538097,1.2762559652328491,2.552575696259737,0.193359375,2440,0.2,0.12592047
3.89,246,125,503808,3.9403858184814453,4010,0.5772836208343506,-0.005093450212734751,0.0003,-0.46429245662875473,1.9750053882598877,2.652509056031704,0.2115234375,2450,0.2,0.20893697
3.9,247,125,505856,4.018385410308838,4026,0.6073284149169922,-0.007003598555456847,0.0003,-0.42890669270418585,1.281036615371704,2.5578202549368143,0.181396484375,2460,0.2,0.13523993
3.67,248,125,507904,4.38238525390625,4042,0.559794545173645,-0.008396618498954922,0.0003,-0.48326953016221524,1.3603856563568115,2.7855772241950034,0.21396484375,2470,0.2,0.15122545
3.99,249,125,509952,3.896385908126831,4059,0.59940505027771,-0.004250404905178584,0.0003,-0.4751003964804113,1.5089809894561768,2.589785499870777,0.19580078125,2480,0.2,0.09774362
3.75,250,125,512000,4.119386196136475,4076,0.5990421772003174,-0.006252278239117004,0.0003,-0.5169993102550506,1.1461530923843384,2.699818954244256,0.211865234375,2490,0.2,0.13379487
3.92,251,125,514048,4.019385814666748,4092,0.596927285194397,0.00011055396607844159,0.0003,-0.4766698461957276,1.2394944429397583,2.756608344987035,0.205810546875,2500,0.2,0.11002341
3.88,252,125,516096,3.993385076522827,4109,0.5941027998924255,-0.007069080835208297,0.0003,-0.5187755991704762,1.5742840766906738,2.8455852165818216,0.2123046875,2510,0.2,0.10139409
3.59,253,125,518144,4.4143853187561035,4125,0.624937117099762,-0.0026427035190863535,0.0003,-0.5163485408760607,1.3313124179840088,2.683442810550332,0.213720703125,2520,0.2,0.12082144
3.7,254,125,520192,4.266386032104492,4142,0.5831472873687744,-0.004921610848396085,0.0003,-0.5518116058781743,1.3480430841445923,2.956225587055087,0.22841796875,2530,0.2,0.10275795
3.52,255,125,522240,4.4973859786987305,4158,0.6126327514648438,-0.0026498693114263006,0.0003,-0.5250124614685774,1.5957714319229126,2.7262278109788896,0.232763671875,2540,0.2,0.117267385
4.2,256,125,524288,3.5443854331970215,4174,0.611524224281311,-0.006574948897468858,0.0003,-0.4952190106268972,1.3188663721084595,2.6968115989118813,0.199951171875,2550,0.2,0.09442714
4.0,257,125,526336,3.831385850906372,4191,0.5800473093986511,-0.009246590704424306,0.0003,-0.5457658890634776,0.8124358057975769,2.820656609907746,0.22861328125,2560,0.2,0.117888734
3.67,258,125,528384,4.309385776519775,4208,0.6134112477302551,-0.008996158736408688,0.0003,-0.5090178218670189,1.1044105291366577,2.5789827637374403,0.21123046875,2570,0.2,0.109881684
3.6,259,125,530432,4.539385795593262,4224,0.5859255194664001,-0.006223581254016608,0.0003,-0.49725425178185106,1.228698492050171,2.862654986977577,0.240478515625,2580,0.2,0.2005074
3.9,260,125,532480,3.9363858699798584,4240,0.6063506007194519,0.0018749988812487572,0.0003,-0.4404649177100509,1.3441131114959717,2.5823486622422935,0.18408203125,2590,0.2,0.08909224
3.81,261,125,534528,4.034385681152344,4257,0.6001143455505371,-0.006735354161355645,0.0003,-0.44627666044980285,1.3168163299560547,2.744689919054508,0.199169921875,2600,0.2,0.10409256
4.01,262,125,536576,3.906385898590088,4274,0.6081974506378174,-0.00645286658545956,0.0003,-0.4238777582999319,1.3580265045166016,2.607297000661492,0.17138671875,2610,0.2,0.09026276
3.87,263,125,538624,3.992800712585449,4290,0.586853563785553,-0.003034499011118896,0.0003,-0.39483787487260996,1.3061952590942383,2.7119397766888143,0.16669921875,2620,0.2,0.0972034
3.78,264,125,540672,4.132385730743408,4307,0.5998789072036743,-0.0057153947476763275,0.0003,-0.4556738929823041,1.0865578651428223,2.870195457711816,0.203515625,2630,0.2,0.14324802
3.48,265,125,542720,4.745385646820068,4323,0.5938165187835693,-0.00514529379142914,0.0003,-0.4160237178672105,1.1976137161254883,2.884881581738591,0.18486328125,2640,0.2,0.14573285
3.67,266,125,544768,4.2413859367370605,4340,0.5670324563980103,-0.004293027205858379,0.0003,-0.3831123952753842,1.142617106437683,2.6513317488133907,0.19873046875,2650,0.2,0.15177494
3.76,267,125,546816,4.27138614654541,4356,0.5833022594451904,-0.009149734715174418,0.0003,-0.40766670727171006,1.3556747436523438,2.8757795818150043,0.193212890625,2660,0.2,0.1061622
3.57,268,125,548864,4.49638557434082,4373,0.6216005086898804,-0.006200671225087717,0.0003,-0.4070215560030192,1.6275635957717896,2.5094815135002135,0.180615234375,2670,0.2,0.15256485
3.62,269,125,550912,4.540385723114014,4389,0.594491720199585,-0.005391899486130569,0.0003,-0.4478722534608096,1.690834641456604,2.7359367102384566,0.19619140625,2680,0.2,0.15612267
3.64,270,125,552960,4.342385292053223,4406,0.5864005088806152,-0.010907309997128323,0.0003,-0.42784152096137407,1.0943701267242432,2.762175792083144,0.206201171875,2690,0.2,0.13180068
3.86,271,125,555008,4.0563859939575195,4422,0.6221343278884888,-0.0037105934956343845,0.0003,-0.399094014801085,1.4680485725402832,2.574663700349629,0.170947265625,2700,0.2,0.13016194
3.93,272,125,557056,3.993800640106201,4439,0.6154406666755676,-0.0028208405390614645,0.0003,-0.41005494887940586,1.6845662593841553,2.711871223524213,0.165087890625,2710,0.2,0.07381381
3.93,273,125,559104,3.9883856773376465,4455,0.5982345342636108,-0.005381098516227212,0.0003,-0.4322279571555555,1.0754419565200806,2.7099396120756865,0.18388671875,2720,0.2,0.111528866
3.66,274,125,561152,4.3663859367370605,4472,0.6137609481811523,-0.0017270095995627344,0.0003,-0.410067688068375,1.1220118999481201,2.6388685774058103,0.1833984375,2730,0.2,0.08360771
3.59,275,125,563200,4.476385593414307,4489,0.6076863408088684,0.001585982012329623,0.0003,-0.4007937860675156,1.2364596128463745,2.6275707572698592,0.165234375,2740,0.2,0.099376544
3.81,276,125,565248,3.7883858680725098,4505,0.6108071208000183,-0.006208670293563046,0.0003,-0.36723500504158435,1.283054232597351,2.589655861631036,0.20107421875,2750,0.2,0.22586337
3.5,277,125,567296,4.652385711669922,4522,0.5952632427215576,-0.009930178508511744,0.0003,-0.39045132589526477,1.3740665912628174,2.9474820263683794,0.229296875,2760,0.2,0.20406687
3.73,278,125,569344,4.275385856628418,4538,0.6212546229362488,-0.0061098967620637264,0.0003,-0.3457141780760139,1.3924064636230469,2.6809934809803964,0.180224609375,2770,0.2,0.0952184
3.68,279,125,571392,4.332385540008545,4555,0.5536088943481445,-0.005734803507220931,0.0003,-0.4308535205665976,1.2217965126037598,2.90914568901062,0.23330078125,2780,0.2,0.2114327
3.97,280,125,573440,3.9753856658935547,4571,0.5797306895256042,-0.00692824726284016,0.0003,-0.4450501172803342,1.068495750427246,2.89129241257906,0.202197265625,2790,0.2,0.13300395
3.76,281,125,575488,4.24038553237915,4588,0.6026040315628052,-0.007394953185576014,0.0003,-0.41665693260729314,1.0143122673034668,2.5729491487145424,0.220166015625,2800,0.2,0.12214121
3.82,282,125,577536,4.212385654449463,4604,0.5792101621627808,-0.010616550491249654,0.0003,-0.3667040129657835,1.2725967168807983,2.7762002043426035,0.198388671875,2810,0.2,0.1305277
3.77,283,125,579584,4.211385726928711,4621,0.5938761234283447,-0.00876511714013759,0.0003,-0.36630375594832004,0.6481379270553589,2.7919849578291176,0.172021484375,2820,0.2,0.1071872
3.57,284,125,581632,4.50238561630249,4637,0.5988225936889648,-0.006577359567745589,0.0003,-0.39829081408679484,1.209225058555603,2.690995605289936,0.177490234375,2830,0.2,0.07257812
3.72,285,125,583680,4.350385665893555,4654,0.6035146713256836,-0.006437912557157688,0.0003,-0.3884181240107864,0.8725983500480652,2.5575078994035723,0.200537109375,2840,0.2,0.1257489
3.67,286,125,585728,4.360385894775391,4670,0.6010904312133789,-0.0062874749259208326,0.0003,-0.4028532304801047,1.1763484477996826,2.8065152425318955,0.189697265625,2850,0.2,0.10830827
3.34,287,125,587776,4.7983856201171875,4687,0.5984551310539246,-0.005930156316026114,0.0003,-0.3690736954566091,1.5140808820724487,2.700936184078455,0.18115234375,2860,0.2,0.12574759
3.57,288,125,589824,4.553385257720947,4703,0.5859894752502441,-0.00863498643739149,0.0003,-0.3890945474151522,1.5331952571868896,2.8564368043094874,0.212841796875,2870,0.2,0.14514984
3.88,289,125,591872,4.012385368347168,4720,0.6109763979911804,0.013923292484832928,0.0003,-0.34797062291763725,1.2501755952835083,2.485856468975544,0.18720703125,2880,0.2,0.14018619
3.74,290,125,593920,4.239385604858398,4737,0.5670887231826782,-0.011932454904308543,0.0003,-0.3829167633783072,1.322867512702942,2.9284787714481353,0.204052734375,2890,0.2,0.17754087
3.74,291,125,595968,4.256385326385498,4753,0.600726842880249,-0.005924056393268984,0.0003,-0.36392526486888527,1.147947072982788,2.624713868275285,0.174951171875,2900,0.2,0.13800044
